"","num","inst","nombre","sexo","entidad"
"2873",2856,11952,"Director: Lic. Alfonso Lara Rodríguez ","m","TAMPS"
"2874",2857,11956,"Director: Dr. Alfredo Cuéllar Cuéllar ","m","TAMPS"
"2875",2858,11960,"Director: Ing. Héctor Aguilar Ponce ","m","TAMPS"
"2876",2859,11964,"Director: Dra. en C. Ana María Mendoza Martínez ","f","TAMPS"
"2877",2860,11968,"Director: Ing. Fidel Aguillón Hernández ","m","TAMPS"
"2880",2863,11980,"Director: Lic. Ana Isabel Lerma González ","f","TAMPS"
"2881",2864,11984,"Director: Ing. Javier Octavio Núñez Ramírez ","m","TAMPS"
"2882",2865,11988,"Director: Mtra. Mara Grassiel Acosta González ","f","TAMPS"
"2883",2866,11992,"Director: Mtro. Carlos Arellano Vázquez ","m","TAMPS"
"2884",2867,11997,"Director: Ing. Marco Edgar Vargas Herrada ","m","TAMPS"
"2885",2868,12001,"Director: C.P. y M.C. Jesús Alfredo Aldrete Herrera ","m","TAMPS"
"2887",2870,12009,"Director: Mtro. Consuelo González Díaz ","m","TAMPS"
"2888",2871,12013,"Director: Mtra. María de Guadalupe Martinez Torres ","f","TAMPS"
"2889",2872,12017,"Director: Profr. Pedro Javier Vargas García ","m","TAMPS"
"2890",2873,12021,"Director: Mtro. Roberto de León González Alexandre ","m","TAMPS"
"2891",2874,12025,"Director: Dra. Yolanda Villanueva Hernández ","f","TAMPS"
"2892",2875,12029,"Director: Mtra. Lucila Olvera Flores ","f","TAMPS"
"2893",2876,12033,"Director: Mtro. José Andrés Suárez Fernández ","m","TAMPS"
"2894",2877,12039,"Director: Lic. José Gerardo Rodríguez Herrera ","m","TAMPS"
"2895",2878,12045,"Director: Lic. Francisco Cadena Santos ","m","TAMPS"
"2896",2879,12051,"Director: Dr. Ernesto Rafael Chanes Cano ","m","TAMPS"
"2897",2880,12057,"Director: Lic. Laura Vázquez Galindo ","f","TAMPS"
"2898",2881,12063,"Director: Mtra. Sofia Alvarado Reyna ","f","TAMPS"
"2899",2882,12069,"Director: Ing. Jaime Alberto Arredondo Lucio ","m","TAMPS"
"2900",2883,12075,"Director: Dr. Atenogenes Humberto Saldivar González ","m","TAMPS"
"2901",2884,12080,"Director: Lic. Francisco Lerma Alvarado ","m","TAMPS"
"2902",2885,12084,"Director: Profra. Doris Berrones Espericueta ","f","TAMPS"
"2903",2886,12088,"Director: Dr. Enrique G. Sánchez de la Barquera Rodríguez ","m","TAMPS"
"2904",2887,12092,"Director: Lic. Jorge Rivera Chávez ","m","TAMPS"
"2905",2888,12096,"Director: Q.F.B. Jesús Pedraza Chaverrí ","m","TAMPS"
"2908",2891,12108,"Director: Pbro. Dr. Eduardo González Oropeza ","m","TAMPS"
"2909",2892,12112,"Director: Mtra. Lilia Velazco del Ángel ","f","TAMPS"
"2910",2893,12117,"Director: Mtra. María Elena Flores Montalvo ","f","TAMPS"
"2911",2894,12122,"Director: Lic. Jorge Luis López Vargas ","m","TAMPS"
"2912",2895,12127,"Director: Ing. Efraín Flores Alba ","m","TAMPS"
"2913",2896,12132,"Director: LAE. Ma. de Lourdes García Guerra ","f","TAMPS"
"2914",2897,12137,"Director: Dr. José Daniel Llanas Rodríguez ","m","TAMPS"
"2915",2898,12141,"Director: Lic. Selene Briseida Estrada Moreno ","f","TAMPS"
"2916",2899,12145,"Director: Lic. Perla Reyes Contreras ","f","TAMPS"
"2919",2902,12157,"Director: Dra. Edith Cantú de Morett ","f","TAMPS"
"2920",2903,12161,"Director: Lic. Roberto Ramírez Ramírez ","m","TAMPS"
"2921",2904,12165,"Director: MAEE Guadalupe Jasso Juarez`","f","TAMPS"
"2922",2905,12169,"Director: Mtro. Gustavo Hernández Martínez ","m","TAMPS"
"2923",2906,12173,"Director: Dr. Alejandro González Lozano ","m","TAMPS"
"2924",2907,12177,"Director: Lic. Óscar Jesús Ballesteros González ","m","TAMPS"
"2925",2908,12181,"Director: Lic. Luciano Herrera Peña ","m","TAMPS"
"2926",2909,12185,"Director: Dr. Enrique Javier Navarro Flores ","m","TAMPS"
"2927",2910,12189,"Director: Dra. Ana Lilia Amador Campos ","f","TAMPS"
"2931",2914,12205,"Director: Ing. Miguel Ángel Macias Pérez ","m","TAMPS"
"2932",2915,12209,"Director: Ing. Jose Antonio Tovar Lara ","m","TAMPS"
"2933",2916,12213,"Director: Lic. Alfonso Aramis Salas Pérez ","m","TAMPS"
"2934",2917,12217,"Director: Lic. Juan Rafael Zubiaga Gaytán ","m","TAMPS"
"2935",2918,12221,"Director: Dr. Antonio Garza de Yta ","m","TAMPS"
"2937",2920,12230,"Director: Dr. Victor Hugo Martínez González ","m","TAMPS"
"2938",2921,12235,"Director: Profr. Lazaro Perez Xolocotzi ","m","TLAX"
"2939",2922,12239,"Director: Profr. Álvaro Manuel Benítez Reyes ","m","TLAX"
"2940",2923,12243,"Director: Lic. Luis René Domínguez Martínez ","m","TLAX"
"2941",2924,12247,"Director: Mtro. en C. René Valdiviezo Sandoval ","m","TLAX"
"2942",2925,12252,"Director: Dr. Carlos Beyer Flores ","m","TLAX"
"2943",2926,12256,"Director: Mtra. Perla Lima Zainos ","f","TLAX"
"2946",2929,12268,"Director: Lic. Mercedes Maldonado Islas ","f","TLAX"
"2947",2930,12272,"Director: Profra. Laura Alejandra Ramírez Ortíz ","f","TLAX"
"2948",2931,12276,"Director: Profr. José Gustavo Torres Lima ","m","TLAX"
"2949",2932,12280,"Director: Profra. Urbano Sánchez Vázquez ","f","TLAX"
"2950",2933,12284,"Director: Profra. Victoria Ramirez Rosales ","f","TLAX"
"2951",2934,12288,"Director: Profr. Enrique Bravo Esquivel ","m","TLAX"
"2952",2935,12292,"Director: Lic. Eulalio Arenas Sánchez ","m","TLAX"
"2953",2936,12297,"Director: Lic. Ma. de Lourdes Pérez Sánchez ","f","TLAX"
"2954",2937,12301,"Director: C.P. Oscar Flores Jiménez ","m","TLAX"
"2956",2939,12309,"Director: Mtro. Edilberto Vázquez González ","m","TLAX"
"2957",2940,12313,"Director: Mtro. Salvatore Falco ","m","TLAX"
"2958",2941,12317,"Director: Mtro. Rogelio Mendoza Molina ","m","TLAX"
"2960",2943,12325,"Director: Mtro. Longinos Benjamín Camarillo Santos ","m","TLAX"
"2961",2944,12329,"Director: No Proporciona ","m","TLAX"
"2962",2945,12333,"Director: Lic. Rodolfo Ortiz Ortiz ","m","TLAX"
"2963",2946,12338,"Director: Lic. Roberto Moran Ruíz ","m","TLAX"
"2964",2947,12343,"Director: Dra. Alma Leticia Martínez Ayala ","f","TLAX"
"2965",2948,12347,"Director: MC Roberto Bernal Muñoz ","m","TLAX"
"2966",2949,12351,"Director: Mtro. Felipe Pascual Rosario Aguirre ","m","TLAX"
"2968",2951,12359,"Director: M.I. Eliubí Echeverría Landín ","m","TLAX"
"2969",2952,12363,"Director: C. P. Aníbal George Haro ","m","TLAX"
"2970",2953,12367,"Director: Dr. José de la Luz Sánchez Tepatzi ","m","TLAX"
"2971",2954,12371,"Director: Mtro. Israel Vladímir Olinubich Alva Moreno ","m","TLAX"
"2972",2955,12375,"Director: Dr. Luis Armando González Placencia ","m","TLAX"
"2973",2956,12381,"Director: Mtro. Antonio Durante Murillo ","m","TLAX"
"2974",2957,12386,"Director: Mtro. José Luis Bernal Muñoz ","m","TLAX"
"2975",2958,12392,"Director: Quím. Alberto Ortiz Zamora ","m","TLAX"
"2976",2959,12397,"Director: Dr. Osvaldo Ramirez Ortiz ","m","TLAX"
"2977",2960,12401,"Director: C. Leonardo Rolando Martínez ","m","TLAX"
"2978",2961,12405,"Director: Lic. Susana Fernández Ordóñez ","f","TLAX"
"2979",2962,12409,"Director: Lic. Juan Carlos Hernández Wahibe ","m","TLAX"
"2980",2963,12413,"Director: Mtro. Miguel García Méndez Salazar ","m","TLAX"
"2981",2964,12417,"Director: Mtro. Enrique Padilla Sánchez ","m","TLAX"
"2982",2965,12421,"Director: M.C. Leoncio González Fernández ","m","TLAX"
"2983",2966,12426,"Director: Mtra. María Teresa Ibarra Rendón ","f","TLAX"
"2984",2967,12430,"Director: Mtro. Humberto Becerril Acoltzi ","m","TLAX"
"2985",2968,12435,"Director: Mtra. Norma Engracia Lobato García ","f","VER"
"2986",2969,12439,"Director: Profra. Aleida Rodríguez García ","f","VER"
"2987",2970,12443,"Director: Mtra. Mónica Arguello Manzanilla ","f","VER"
"2988",2971,12447,"Director: Mtra. Martha Campillo Rodríguez ","f","VER"
"2989",2972,12451,"Director: Mtra. Guadalupe Amescua Villela ","f","VER"
"2990",2973,12455,"Director: C.P. Humberto Manuel Gómez Manzano ","m","VER"
"2991",2974,12459,"Director: Mtro. Raúl Jarvio Fernández ","m","VER"
"2992",2975,12463,"Director: Mtro. Eduardo Torres Zaleta ","m","VER"
"2993",2976,12467,"Director: Mtro. Sergio Francisco Díaz Oliveros ","m","VER"
"2994",2977,12471,"Director: Dra. Evelyn Dugas Salcedo ","f","VER"
"2995",2978,12475,"Director: Ing. Armando Notario Iparrea ","m","VER"
"2996",2979,12479,"Director: Mtra. Ada Aurora Puig May ","f","VER"
"2997",2980,12483,"Director: Lic. Enrique Ramírez Pacheco ","m","VER"
"3003",2986,12507,"Director: Lic. Carlos Raúl Velázquez Hernández ","m","VER"
"3004",2987,12512,"Director: Dra. Carmen Blázquez Domínguez ","f","VER"
"3005",2988,12516,"Director: Lic. Catalina Gisela Álvarez Islas ","f","VER"
"3006",2989,12520,"Director: Mtra. Soledad Arcos Roldán ","f","VER"
"3007",2990,12524,"Director: Mtro. Elias Gallardo Bravo ","m","VER"
"3008",2991,12528,"Director: Mtra. Villegas Y Silva Rosalia ","f","VER"
"3009",2992,12532,"Director: Lic. Humberto Daniel Vicuña Beaumont ","m","VER"
"3010",2993,12536,"Director: Mtro. Fausto Arturo Herrera Carreto ","m","VER"
"3011",2994,12540,"Director: Lic. María de las Mercedes Ramírez Llaca ","f","VER"
"3012",2995,12544,"Director: Mtro. Armando Garcia Ramirez ","m","VER"
"3015",2998,12556,"Director: Mtra. María Guadalupe De La Torre Campos ","f","VER"
"3016",2999,12560,"Director: Mtra. Rosalba Cabrera Silva ","f","VER"
"3017",3000,12565,"Director: Dr. Carlos Miguel Becerril Pérez ","m","VER"
"3018",3001,12570,"Director: Dr. Ponciano Pérez Hernández ","m","VER"
"3019",3002,12575,"Director: Lic. Fernando Gardner ","m","VER"
"3020",3003,12579,"Director: Ing. Mecánico Naval Gustavo Celis Olvera ","m","VER"
"3021",3004,12583,"Director: Lic. Mario Antonio Chama Díaz ","m","VER"
"3022",3005,12587,"Director: Mtro. José Manuel Rodríguez Romero ","m","VER"
"3023",3006,12591,"Director: Mtra. Gabriela Plata Córdova ","f","VER"
"3024",3007,12595,"Director: Mtra. Patricia del Carmen Reyna Beulo ","f","VER"
"3025",3008,12599,"Director: Lic. Irma Zamorano Hernández ","f","VER"
"3026",3009,12603,"Director: Mtra. Mónica Flores Badillo ","f","VER"
"3027",3010,12607,"Director: Profra. Concepción Flores Palaceta ","f","VER"
"3028",3011,12611,"Director: Mtra. Lizbeth Emire Manzanilla y Alonso ","f","VER"
"3029",3012,12615,"Director: Dra. Beatriz Rocas Rocas ","f","VER"
"3030",3013,12619,"Director: Mtra. Alba Elena Arenas Cruz ","f","VER"
"3031",3014,12623,"Director: Contralmirante Juan Martín Aguilar Morales ","m","VER"
"3032",3015,12627,"Director: Mtra. María Enriqueta Basurto Vargas ","f","VER"
"3033",3016,12631,"Director: Dr. Luis René Arias Villaroel ","m","VER"
"3034",3017,12635,"Director: Lic. Mario Jesús Gamboa Baeza ","m","VER"
"3035",3018,12639,"Director: Dr. Arturo Francisco Gutiérrez Góngora ","m","VER"
"3037",3020,12647,"Director: Dr. Miguel Rubio Godoy ","m","VER"
"3038",3021,12651,"Director: Mtra. Cristina Flores Berlanga ","f","VER"
"3039",3022,12655,"Director: Mtro. Leandro Flores Rasenzweig ","m","VER"
"3040",3023,12659,"Director: Mtra. Erika del Carmen Cruz Espinoza ","f","VER"
"3041",3024,12663,"Director: Mtro. Miguel Ángel Martínez Poceros ","m","VER"
"3047",3030,12687,"Director: Mtro. Javier Domínguez Aguilar ","m","VER"
"3048",3031,12691,"Director: Lic. Guillermo García Velasco ","m","VER"
"3049",3032,12695,"Director: Mtro. Álvaro Zarrabal Caldelas ","m","VER"
"3050",3033,12699,"Director: Mtro. Avercio Hernández Torres ","m","VER"
"3051",3034,12703,"Director: Ing. Segundo Maus Martinez ","m","VER"
"3052",3035,12707,"Director: Lic. Laura Patricia Romero Flores ","f","VER"
"3053",3036,12711,"Director: C.P. Hugo Francisco Jaime Bravo Malpica ","m","VER"
"3054",3037,12715,"Director: Profra. Catalina Dozal del Valle ","f","VER"
"3055",3038,12719,"Director: Ing. José Manuel Rosado Pérez ","m","VER"
"3056",3039,12723,"Director: Lic. Pedro Rosales Gutiérrez ","m","VER"
"3057",3040,12727,"Director: Lic. Mario Alberto Sánchez Lira ","m","VER"
"3062",3045,12747,"Director: Mtro. Gelacio Montes Roa ","m","VER"
"3063",3046,12751,"Director: M.A. Rigoberto Reyes Valenzuela ","m","VER"
"3064",3047,12755,"Director: M. A. Marco Antonio Díaz Ramos ","m","VER"
"3065",3048,12759,"Director: Ing. David Reynier Valdés ","m","VER"
"3066",3049,12763,"Director: Lic. Ángel Sabino Mora Alarcón ","m","VER"
"3067",3050,12767,"Director: Mtra. Zarahemla Ramírez Hernández ","f","VER"
"3068",3051,12771,"Director: Mtro. Rafael Zamudio Reyes ","m","VER"
"3069",3052,12775,"Director: Ing. Leovigildo Martínez Hernández ","m","VER"
"3070",3053,12779,"Director: Dr. Bulmaro Salazar Hernández ","m","VER"
"3071",3054,12783,"Director: Dr. José Antonio González Rodríguez ","m","VER"
"3072",3055,12787,"Director: Ing. David Gerardo Velasco González ","m","VER"
"3073",3056,12791,"Director: Mtro. Miguel Hernández Linares ","m","VER"
"3074",3057,12795,"Director: Mtro. Wiliams Quiroz López ","m","VER"
"3075",3058,12799,"Director: Ing. Gabriel Matla Monterd ","m","VER"
"3076",3059,12803,"Director: Mtro. Octavio Carballo Orellán ","m","VER"
"3077",3060,12807,"Director: Mtro. José Roberto Arenas Martínez ","m","VER"
"3078",3061,12811,"Director: Mtro. Eloy Jesús Méndez Sánchez ","m","VER"
"3079",3062,12815,"Director: Mtra. Jeanett Martínez Etienne ","f","VER"
"3080",3063,12819,"Director: Dr. Antonio J. Alemán Chang ","m","VER"
"3081",3064,12823,"Director: Dr. Jesús Huerta Chua ","m","VER"
"3082",3065,12827,"Director: Ing. Jorge Antonio Velarde Inclán ","m","VER"
"3083",3066,12831,"Director: M.C. Oscar Del Ángel Piña ","m","VER"
"3084",3067,12835,"Director: Mtra. Ihara Irán Álvarez López ","f","VER"
"3085",3068,12839,"Director: Mtro. Walter Luis Sáiz González ","m","VER"
"3086",3069,12843,"Director: Dr. Ramiro Sánchez Uranga ","m","VER"
"3087",3070,12848,"Director: Lic. Mauricio García Ballinas ","m","VER"
"3088",3071,12852,"Director: Lic. Silvia Issasi Zúñiga ","f","VER"
"3089",3072,12856,"Director: Mtro. Eudoxio Morales Flores ","m","VER"
"3090",3073,12860,"Director: Profr. Juan García Jiménez ","m","VER"
"3092",3075,12868,"Director: Mtro. Ciro León González ","m","VER"
"3093",3076,12872,"Director: Ing. Rolando Lavalle Rodríguez ","m","VER"
"3094",3077,12876,"Director: Mtro. Victor Reyes Cervantes ","m","VER"
"3095",3078,12880,"Director: Mtro. Eusebio Castro Arellano ","m","VER"
"3096",3079,12884,"Director: Mtra. María del Carmen Rendón Hernández ","f","VER"
"3098",3081,12893,"Director: M.C. José Domingo Robledo Martínez ","m","VER"
"3099",3082,12897,"Director: Ing. Jorge Rafael Pérez Moreno ","m","VER"
"3102",3085,12909,"Director: Dr. y P. José Manuel Asún Jordán, Sch. P. ","m","VER"
"3103",3086,12914,"Director: Mtro. Miguel Ubieta Cobos, ","m","VER"
"3104",3087,12918,"Director: Mtra. Susan Elaens Cárdenas Delgado ","f","VER"
"3107",3090,12930,"Director: Dr. Arturo Mattiello Canales ","m","VER"
"3108",3091,12935,"Director: Lic. Arturo Eduardo Trejo Domínguez ","m","VER"
"3109",3092,12940,"Director: Mtra. Carla Oyuky Rubio Garrido ","f","VER"
"3110",3093,12945,"Director: Lic. Carlos Alberto Agüera Castro ","m","VER"
"3113",3096,12957,"Director: Dr. Carlos García Méndez ","m","VER"
"3117",3100,12973,"Director: Lic. Lilia Margarita Gerón ","f","VER"
"3125",3108,13005,"Director: Ing. Antonio Gutiérrez Hernández ","m","VER"
"3126",3109,13009,"Director: Mtro. Gerardo Vargas Hernández ","m","VER"
"3127",3110,13013,"Director: Mtro. Rafael Ancheyta Rincón ","m","VER"
"3128",3111,13017,"Director: Dra. Ruth María Rodríguez Pérez ","f","VER"
"3129",3112,13021,"Director: Sra. Gemma Odila Garzón Arcos ","f","VER"
"3130",3113,13025,"Director: M.A.E. Candelario Miranda Amador ","m","VER"
"3131",3114,13029,"Director: Dra. Margarita Acosta Mota ","f","VER"
"3132",3115,13033,"Director: Dra. Irma Rodríguez Pérez ","f","VER"
"3141",3124,13069,"Director: Lic. Juan Manuel Rodríguez Camaño ","m","VER"
"3142",3125,13073,"Director: Dr. Carlos Arturo Luna Escudero ","m","VER"
"3143",3126,13077,"Director: Mtra. Consuelo Castillo Nicolás ","f","VER"
"3146",3129,13089,"Director: Mtro. Hector Manuel Gómez Larios ","m","VER"
"3147",3130,13093,"Director: C. Teresita Monlui Fernández ","f","VER"
"3148",3131,13097,"Director: Mtro. Elías Galicia Bravo ","m","VER"
"3149",3132,13101,"Director: Mtro. Francisco Alfonso Avilés ","m","VER"
"3150",3133,13106,"Director: Mtra. Lyle Figueroa de Katia ","f","VER"
"3151",3134,13110,"Director: Lic. Eduardo Carreón Muñoz ","m","VER"
"3152",3135,13114,"Director: Mtro. Carlos Raúl Velázquez Hernández ","m","VER"
"3153",3136,13118,"Director: Lic. Luis Medina Lozano ","m","VER"
"3154",3137,13122,"Director: Lic. Irma Fragoso Yescas ","f","VER"
"3155",3138,13126,"Director: C.P. René Garruña Sánchez ","m","VER"
"3157",3140,13134,"Director: Mtro. Carlos Cabañas Soto ","m","VER"
"3158",3141,13138,"Director: Lic. Elizabeth Reyes Chávez ","f","VER"
"3159",3142,13142,"Director: Ing. Mauro Sánchez Pola ","m","VER"
"3160",3143,13146,"Director: Ing. Alejandro Luebano de Luna ","m","VER"
"3161",3144,13150,"Director: Mtro. Mario Alberto González González ","m","VER"
"3162",3145,13154,"Director: Dra. Sara Deifilia Ladrón de Guevara González ","f","VER"
"3163",3146,13159,"Director: Dr. Jorge Alberto Andaverde Arredondo ","m","VER"
"3164",3147,13164,"Director: Dra. Beatriz Eugenia Rodríguez Villafuerte ","f","VER"
"3165",3148,13169,"Director: Dr. José Luis Alanís Méndez ","m","VER"
"3166",3149,13174,"Director: Mtro. Alfonso Gerardo Pérez Morales ","m","VER"
"3169",3152,13187,"Director: Profr. Pánfilo Novelo Martín ","m","YUC"
"3171",3154,13195,"Director: Lic. Luis Alberto Echeverría Navarro ","m","YUC"
"3172",3155,13199,"Director: Dr. Pedro Iván González Chi ","m","YUC"
"3173",3156,13204,"Director: Dr. Romeo de Coss Gómez ","m","YUC"
"3174",3157,13209,"Director: Dr. Pedro Bracamontes Sosa ","m","YUC"
"3175",3158,13213,"Director: Lic. Andrés Bazán Aguilar ","m","YUC"
"3176",3159,13217,"Director: Ing. Carlos Rubén Ávila González ","m","YUC"
"3177",3160,13221,"Director: Lic. Marco Antonio de la Rosa de Dios ","m","YUC"
"3178",3161,13225,"Director: Dr. Manuel Jesús Herrera Cetina ","m","YUC"
"3179",3162,13229,"Director: Mtro. David Cauich Góngora ","m","YUC"
"3180",3163,13233,"Director: Lic. Sara Cubas Martínez ","f","YUC"
"3181",3164,13237,"Director: Lic. Jorge Enrique Sauma Novelo ","m","YUC"
"3182",3165,13242,"Director: Lic. Cristina Peña ","f","YUC"
"3185",3168,13254,"Director: Lic. Víctor Oswaldo Cruz Pool ","m","YUC"
"3186",3169,13258,"Director: Dr. Amira Cámara Cortés ","f","YUC"
"3187",3170,13262,"Director: Profr. Ramón Guillermo Barrera Heredia ","m","YUC"
"3188",3171,13266,"Director: Mtra. Silvia Lucelly Rico Aguilar ","f","YUC"
"3189",3172,13270,"Director: Lic. Roberto Tello Martínez ","m","YUC"
"3190",3173,13274,"Director: Mtra. Landi Isabel Padrón Solís ","f","YUC"
"3191",3174,13278,"Director: M.C. Arsenio Rosado Franco ","m","YUC"
"3192",3175,13282,"Director: Lic. Amira Elena Vázquez Gallareta ","f","YUC"
"3193",3176,13286,"Director: Lic. Jorge Alberto Barquet Chel ","m","YUC"
"3194",3177,13290,"Director: Mtro. Eduardo Vera del Rio ","m","YUC"
"3196",3179,13298,"Director: Lic. Luis Eduardo Castillo Abraham ","m","YUC"
"3198",3181,13306,"Director: Mtro. Mario Concepción Flota Vázquez ","m","YUC"
"3200",3183,13314,"Director: Dra. María Del Rocío Chaveste Gutiérrez ","f","YUC"
"3202",3185,13322,"Director: Profr. Jorge Novelo Velázquez ","m","YUC"
"3203",3186,13326,"Director: ‎M.C. Pedro Alberto Haro Ramírez ","m","YUC"
"3205",3188,13334,"Director: M.C. Mirna Alejandra Manzanilla Romero ","f","YUC"
"3206",3189,13338,"Director: Lic. Carlos Durán Pérez ","m","YUC"
"3207",3190,13342,"Director: Ing. Isaías Sosa Avilés ","m","YUC"
"3208",3191,13346,"Director: C.P. Narces Fernando Mendoza Ambriz ","m","YUC"
"3209",3192,13350,"Director: Ing. Juan Carlos Sánchez Vázquez ","m","YUC"
"3210",3193,13354,"Director: Lic. Rodolfo Enrique González Crespo ","m","YUC"
"3211",3194,13358,"Director: Mtro. Horacio Sosa Dorles ","m","YUC"
"3212",3195,13362,"Director: Lic. Sergio Alberto Guízar López ","m","YUC"
"3213",3196,13366,"Director: Dr. Jorge Isaac Lizama ","m","YUC"
"3214",3197,13370,"Director: Lic. Jorge Carlos Rozado Baeza ","m","YUC"
"3215",3198,13374,"Director: Mtro. Victor Hernando Gomez Aguilar ","m","YUC"
"3216",3199,13378,"Director: Ing. Miguel Pérez Gómez ","m","YUC"
"3217",3200,13383,"Director: M.C. Hipólito Mendoza Castillo ","m","YUC"
"3218",3201,13387,"Director: Dr. José de Jesús Williams ","m","YUC"
"3219",3202,13391,"Director: Mtro. Marcelino Aguilar Aguilar ","m","YUC"
"3220",3203,13396,"Director: Lic. Joaquín Ignacio Peón Escalante ","m","YUC"
"3226",3209,13420,"Director: Diana Alejandrina Carmona Santisbón ","f","YUC"
"3227",3210,13424,"Director: C.P.C. Miguel Angel Baquedano Pérez ","m","YUC"
"3228",3211,13428,"Director: Lic. María Eugenia Sansores Ruz ","f","YUC"
"3231",3214,13440,"Director: M.E.E. Ycela Chans Atala ","f","YUC"
"3233",3216,13448,"Director: M.M.E. Remigio Antonio Carvajal Ávila ","m","YUC"
"3234",3217,13452,"Director: Dra. Rossana Alpizar Rodriguez ","f","YUC"
"3235",3218,13456,"Director: Mtro. Carlos Felipe Mier Padrón ","m","YUC"
"3236",3219,13460,"Director: Mtro. Julián Javier Nic Navarrete ","m","YUC"
"3238",3221,13469,"Director: Dr. Felipe de Jesús Ramírez Mendiola ","m","ZAC"
"3239",3222,13473,"Director: Mtro. Daniel Rodríguez Lemus ","m","ZAC"
"3241",3224,13481,"Director: Dr. Raúl René Ruíz Garduño ","m","ZAC"
"3242",3225,13485,"Director: L.E. Verónica Sosa Arredondo ","f","ZAC"
"3243",3226,13489,"Director: Lic. Leticia Ramos Castanedo ","f","ZAC"
"3244",3227,13493,"Director: Mtro. Moisés Fernández Hernández ","m","ZAC"
"3245",3228,13497,"Director: Mtro. Irvín Iván Novela Valdez ","m","ZAC"
"3246",3229,13501,"Director: Mtro. José Luis Zúñiga Zumarán ","m","ZAC"
"3247",3230,13505,"Director: Mtro. Humberto Zacarías ","m","ZAC"
"3248",3231,13509,"Director: Mtro. Salvador Hernández Velázquez ","m","ZAC"
"3249",3232,13513,"Director: Mtro. José Jaime Enríquez Félix ","m","ZAC"
"3252",3235,13525,"Director: Ing. Roberto Ortiz Delgadillo ","m","ZAC"
"3253",3236,13529,"Director: Mtro. Mario Arturo Dévora Méndez ","m","ZAC"
"3254",3237,13533,"Director: Mtro. Ubaldo Ávila Ávila ","m","ZAC"
"3255",3238,13537,"Director: M. E. Patricia del Carmen Bernal Larralde ","f","ZAC"
"3256",3239,13541,"Director: Prof. Julio Cesar Flemate Ramírez ","m","ZAC"
"3257",3240,13545,"Director: Mtra. Luz Margarita Chávez García ","f","ZAC"
"3258",3241,13549,"Director: Ing. Pedro Miranda Morales ","m","ZAC"
"3259",3242,13553,"Director: Lic. Miguel Ángel Díaz Acuña ","m","ZAC"
"3261",3244,13562,"Director: Profr. Salvador Ramírez García ","m","ZAC"
"3262",3245,13567,"Director: Dr.Gastón Esparza Frausto ","m","ZAC"
"3265",3248,13579,"Director: M.I.A. Geovanna Xyklady Cabrera Girón ","f","ZAC"
"3266",3249,13583,"Director: Dr. Antonio Guzmán Fernández ","m","ZAC"
"3269",3252,13595,"Director: Dr. Rosendo del Río Villaneda ","m","ZAC"
"3270",3253,13599,"Director: Mtro. Catarino Martínez Díaz ","m","ZAC"
"3271",3254,13603,"Director: Mtra. María Hilda Ramos Martínez ","f","ZAC"
"3272",3255,13607,"Director: Mtro. Javier Bazaldúa Cárdenas ","m","ZAC"
"3273",3256,13611,"Director: Dra. Ana María Romo Fonseca ","f","ZAC"
